Energy,Corr,Diss_sim,Homogen,Contrast,Energy2,Corr2,Diss_sim2,Homogen2,Contrast2,Energy3,Corr3,Diss_sim3,Homogen3,Contrast3,Energy4,Corr4,Diss_sim4,Homogen4,Contrast4,Energy5,Corr5,Diss_sim5,Homogen5,Contrast5
0.42745348819911894,0.9808979909516662,8.732283464566926,0.4852408100982963,271.19525098425197,0.4096779985549618,0.8991254892887173,21.471375,0.4425402722089756,1434.982125,0.3885442840610515,0.8218481730749404,29.791666666666668,0.4159586387930798,2538.3015752032525,0.448972808850875,1.0,0.0,1.0,0.0,0.448972808850875,1.0,0.0,1.0,0.0
