Energy,Corr,Diss_sim,Homogen,Contrast,Energy2,Corr2,Diss_sim2,Homogen2,Contrast2,Energy3,Corr3,Diss_sim3,Homogen3,Contrast3,Energy4,Corr4,Diss_sim4,Homogen4,Contrast4,Energy5,Corr5,Diss_sim5,Homogen5,Contrast5,target
0.43146852736163493,0.9727609545271069,6.629060039370077,0.5017002473735955,161.22317913385825,0.4126249999999995,0.8591292196997246,16.28575,0.45135813541689795,837.1855,0.3920329470542624,0.7593676998797345,22.508257113821138,0.42291230646205424,1435.4893292682927,0.4526335994938073,1.0,0.0,1.0,0.0,0.4526335994938073,1.0,0.0,1.0,0.0,0
0.42489572421196764,0.9735621721093584,9.983882874015745,0.47800978777833025,347.12241633858264,0.4067812872109524,0.8629127105666768,24.275875,0.4379864828926857,1806.449625,0.3854096325011536,0.7691901192571157,33.25558943089431,0.4095947753535387,3051.5722815040654,0.44585267148310015,1.0000000000000002,0.0,1.0,0.0,0.44585267148310015,1.0000000000000002,0.0,1.0,0.0,0
0.4287787171245995,0.9714873783849014,9.915231299212596,0.48342579952201326,324.4889271653543,0.41009535857529456,0.8455468996273572,24.389124999999996,0.43958082540608945,1764.9775,0.3886553264134181,0.7390222340299146,33.263973577235774,0.41355305713841845,2993.689786585366,0.44887417556200454,1.0,0.0,1.0,0.0,0.44887417556200454,1.0,0.0,1.0,0.0,0
0.4265497532696323,0.9745473733151714,9.671505905511811,0.48332110787265176,322.3639271653543,0.4070933170048355,0.8654207901465285,23.777749999999997,0.43853695495701356,1710.6025,0.38586458959235476,0.7669924277497719,32.82583841463415,0.4088792064529469,2971.4363567073174,0.445908991872132,0.9999999999999999,0.0,1.0,0.0,0.445908991872132,0.9999999999999999,0.0,1.0,0.0,0
0.42767136360639124,0.9701677941551564,7.893823818897637,0.49142822085681,251.51377952755905,0.40840911817991915,0.8556745537251709,19.439375,0.4440618850835228,1220.772,0.38713005816300305,0.7538524391684565,27.031758130081304,0.4154431471231067,2088.1514227642274,0.4473413794718193,1.0,0.0,1.0,0.0,0.4473413794718193,1.0,0.0,1.0,0.0,0
0.42857708643462783,0.97799286942384,9.256151574803148,0.4842656205825868,296.1078986220472,0.41007802230185353,0.8747125243044285,23.216499999999996,0.44091274876983144,1692.59925,0.3883945093405113,0.7735862785770639,33.17797256097561,0.4118515296844828,3070.3573424796755,0.448343178336394,0.9999999999999999,0.0,1.0,0.0,0.448343178336394,0.9999999999999999,0.0,1.0,0.0,0
0.4280995864782038,0.9769008133386742,9.633243110236219,0.4797644012986809,316.56496062992125,0.4090392802806343,0.8807949980124296,23.337875,0.43764619238661334,1638.1278750000001,0.38815535448464944,0.7978808552376255,31.97967479674797,0.4114800225515719,2784.1575203252037,0.44795419753846166,0.9999999999999999,0.0,1.0,0.0,0.44795419753846166,0.9999999999999999,0.0,1.0,0.0,0
0.427866664105824,0.9757794520827511,9.508489173228345,0.4848269059420626,319.1162647637795,0.4091017217636701,0.8693510944711127,23.556375000000003,0.44158802435707717,1727.71675,0.3881524650646888,0.7668027306219002,33.455030487804876,0.41155712362190033,3094.3013211382117,0.44835216860073895,1.0000000000000002,0.0,1.0,0.0,0.44835216860073895,1.0000000000000002,0.0,1.0,0.0,0
0.4248607037665786,0.9779914661771838,9.464197834645667,0.4769965242839984,319.48080708661416,0.4054965513108578,0.8860121074594717,23.368499999999997,0.4345978085562835,1658.6733749999999,0.38379903996090153,0.7953041078285218,33.0640243902439,0.4061984124272981,2984.6758130081303,0.44393011991028897,1.0000000000000002,0.0,1.0,0.0,0.44393011991028897,1.0000000000000002,0.0,1.0,0.0,0
0.4247536116463897,0.9756833406322971,9.393454724409446,0.4794649317407428,320.44389763779526,0.4061975927735162,0.8800418266443434,23.061125,0.435930821790088,1585.5863749999999,0.3843875603042109,0.7912888259683744,32.217098577235774,0.4067277025353292,2766.120680894309,0.44468341696842434,0.9999999999999999,0.0,1.0,0.0,0.44468341696842434,0.9999999999999999,0.0,1.0,0.0,0
