Energy,Corr,Diss_sim,Homogen,Contrast,Energy2,Corr2,Diss_sim2,Homogen2,Contrast2,Energy3,Corr3,Diss_sim3,Homogen3,Contrast3,Energy4,Corr4,Diss_sim4,Homogen4,Contrast4,Energy5,Corr5,Diss_sim5,Homogen5,Contrast5
0.5683890208241938,0.918059091426252,10.971087598425195,0.6100903831612873,605.5129183070866,0.5507497233884915,0.7749780434876298,20.302750000000003,0.5772056777945564,1676.9275,0.5309110777490904,0.7210778839080426,23.562118902439025,0.5549397564747495,2096.138592479675,0.583579768481904,0.9999999999999999,0.0,1.0,0.0,0.583579768481904,0.9999999999999999,0.0,1.0,0.0
